#,BPM,Genres,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud (Db),Key,Time Signature,Camelot,Duration_sec,Genre,genre_encoded,Key_encoded,Camelot_encoded,Has_Tekno,Has_Acid,Has_Industrial,Has_Rave,Has_Warehouse,Has_Minimal,Has_Trance,Has_House,Has_Bass,Has_Dark
26,150,"hard techno, techno, acid techno, tekno, hardcore techno",54,99,0,87,25,0,20,-7,B Minor,4,10A,370.0,Hard Techno,0,5,0,1,1,0,0,0,0,0,0,0,0
27,145,"hard techno, techno, acid techno, hardcore techno",50,97,3,90,10,0,30,-8,A#/B♭ Minor,4,3A,342.0,Hard Techno,0,3,10,0,1,0,0,0,0,0,0,0,0
28,145,"hard techno, techno, acid techno, hardcore techno",53,90,0,90,8,0,10,-8,B Minor,4,10A,326.0,Hard Techno,0,5,0,0,1,0,0,0,0,0,0,0,0
29,147,"hard techno, techno, acid techno, hardcore techno",47,97,1,59,16,0,80,-10,F#/G♭ Major,4,2B,321.0,Hard Techno,0,18,9,0,1,0,0,0,0,0,0,0,0
30,145,"hard techno, techno, acid techno",58,97,0,92,14,0,10,-8,B Minor,4,10A,332.0,Hard Techno,0,5,0,0,1,0,0,0,0,0,0,0,0
31,145,"hard techno, techno",44,97,0,90,27,0,30,-7,G Major,4,9B,397.0,Hard Techno,0,20,23,0,0,0,0,0,0,0,0,0,0
32,145,"hard techno, techno, acid techno, tekno, hardcore techno",57,100,3,56,6,0,10,-7,C Major,4,8B,322.0,Hard Techno,0,6,21,1,1,0,0,0,0,0,0,0,0
33,144,"hard techno, techno, acid techno",68,95,2,87,33,0,10,-7,C♯/D♭ Major,4,3B,456.0,Hard Techno,0,8,11,0,1,0,0,0,0,0,0,0,0
34,148,"hard techno, acid techno, techno, industrial, tekno, hardcore techno",53,99,0,88,30,0,30,-6,D Major,4,10B,392.0,Hard Techno,0,10,1,1,1,1,0,0,0,0,0,0,0
35,142,"hard techno, acid techno, techno",61,98,0,71,4,10,0,-6,C Major,4,8B,423.0,Hard Techno,0,6,21,0,1,0,0,0,0,0,0,0,0
36,142,"hard techno, acid techno, techno, champeta",50,98,0,83,21,0,10,-9,F#/G♭ Major,4,2B,381.0,Hard Techno,0,18,9,0,1,0,0,0,0,0,0,0,0
37,145,"hard techno, techno, industrial, acid techno",66,99,0,87,49,0,10,-5,D Major,4,10B,410.0,Hard Techno,0,10,1,0,1,1,0,0,0,0,0,0,0
38,143,"hard techno, techno, industrial, acid techno",53,98,0,74,7,0,40,-9,C♯/D♭ Minor,4,12A,357.0,Hard Techno,0,9,4,0,1,1,0,0,0,0,0,0,0
39,150,"hard techno, techno, acid techno, tekno, hardcore techno",63,96,0,83,5,0,0,-8,B Minor,4,10A,340.0,Hard Techno,0,5,0,1,1,0,0,0,0,0,0,0,0
40,146,"hard techno, techno, acid techno",52,100,1,78,4,10,10,-8,B Minor,4,10A,305.0,Hard Techno,0,5,0,0,1,0,0,0,0,0,0,0,0
41,145,"hard techno, techno, acid techno, tekno",53,100,0,85,43,0,0,-7,B Minor,4,10A,424.0,Hard Techno,0,5,0,1,1,0,0,0,0,0,0,0,0
42,160,"techno, hard techno, tekno, gabber, acid techno",56,99,0,85,94,0,10,-5,C Major,4,8B,250.0,Hard Techno,0,6,21,1,1,0,0,0,0,0,0,0,0
43,145,"techno, hard techno, tekno, gabber, acid techno",69,98,0,77,55,0,10,-5,D Major,4,10B,364.0,Hard Techno,0,10,1,1,1,0,0,0,0,0,0,0,0
44,145,"hard techno, techno, acid techno",71,95,2,41,18,0,10,-7,C Minor,4,5A,238.0,Hard Techno,0,7,14,0,1,0,0,0,0,0,0,0,0
45,150,"hard techno, acid techno, techno, tekno, hardcore techno",62,97,0,81,11,0,10,-8,A#/B♭ Major,4,6B,336.0,Hard Techno,0,2,17,1,1,0,0,0,0,0,0,0,0
46,142,"hard techno, techno, tekno, acid techno, hardcore techno",60,98,0,88,28,0,60,-8,G Major,4,9B,360.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
47,148,"hard techno, acid techno, techno, tekno, hardcore techno",52,100,0,92,26,0,20,-7,C♯/D♭ Minor,4,12A,300.0,Hard Techno,0,9,4,1,1,0,0,0,0,0,0,0,0
48,150,"hard techno, techno, acid techno, tekno, hardcore techno",53,100,0,38,4,0,10,-7,G#/A♭ Major,4,4B,385.0,Hard Techno,0,22,13,1,1,0,0,0,0,0,0,0,0
49,148,"hard techno, techno, tekno, acid techno, hardcore techno",40,96,0,48,40,0,10,-7,A#/B♭ Minor,4,3A,345.0,Hard Techno,0,3,10,1,1,0,0,0,0,0,0,0,0
50,145,"techno, hard techno, tekno, gabber, acid techno",84,89,0,90,60,10,0,-8,G Minor,4,6A,435.0,Hard Techno,0,21,16,1,1,0,0,0,0,0,0,0,0
51,145,"hard techno, techno, acid techno, tekno, hardcore techno",60,96,0,76,48,0,10,-8,F#/G♭ Major,4,2B,415.0,Hard Techno,0,18,9,1,1,0,0,0,0,0,0,0,0
52,142,"hard techno, acid techno, techno",57,98,0,84,13,0,60,-8,A#/B♭ Minor,4,3A,334.0,Hard Techno,0,3,10,0,1,0,0,0,0,0,0,0,0
53,142,"hard techno, acid techno, techno, industrial, tekno, hardcore techno",45,99,0,95,13,10,0,-5,C♯/D♭ Major,4,3B,317.0,Hard Techno,0,8,11,1,1,1,0,0,0,0,0,0,0
54,154,"hard techno, techno, tekno, acid techno, industrial, hardcore techno",51,100,0,69,3,10,10,-7,E Minor,4,9A,408.0,Hard Techno,0,15,22,1,1,1,0,0,0,0,0,0,0
55,155,"hard techno, techno, acid techno, tekno, industrial, hardcore techno",36,100,0,82,3,0,10,-9,C Major,4,8B,348.0,Hard Techno,0,6,21,1,1,1,0,0,0,0,0,0,0
56,150,"hard techno, techno, acid techno, hardcore techno, tekno",53,100,0,83,52,0,0,-6,C Minor,4,5A,352.0,Hard Techno,0,7,14,1,1,0,0,0,0,0,0,0,0
57,150,"hard techno, techno, acid techno, tekno, hardcore techno",53,100,0,84,4,0,10,-7,A#/B♭ Major,4,6B,326.0,Hard Techno,0,2,17,1,1,0,0,0,0,0,0,0,0
58,138,"hard techno, techno, acid techno",57,91,0,69,25,20,30,-8,C♯/D♭ Major,4,3B,384.0,Hard Techno,0,8,11,0,1,0,0,0,0,0,0,0,0
59,140,"hard techno, techno, tekno, acid techno, hardcore techno",68,94,0,90,4,0,60,-8,G Major,4,9B,375.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
60,142,"hard techno, acid techno, techno",42,90,0,60,26,0,20,-13,A#/B♭ Minor,4,3A,321.0,Hard Techno,0,3,10,0,1,0,0,0,0,0,0,0,0
61,152,"hard techno, acid techno, techno, tekno, industrial, hardcore techno",63,98,0,87,4,20,40,-7,F#/G♭ Minor,4,11A,432.0,Hard Techno,0,19,2,1,1,1,0,0,0,0,0,0,0
62,147,"hard techno, techno, acid techno, tekno, hardcore techno",60,100,0,59,4,0,50,-6,G#/A♭ Minor,4,1A,373.0,Hard Techno,0,23,6,1,1,0,0,0,0,0,0,0,0
63,150,"hard techno, techno, acid techno, tekno",59,99,0,59,91,0,30,-7,B Major,4,1B,326.0,Hard Techno,0,4,7,1,1,0,0,0,0,0,0,0,0
64,75,"hard techno, acid techno, techno, tekno, hardcore techno",49,100,0,85,22,10,10,-8,C♯/D♭ Major,4,3B,313.0,Hard Techno,0,8,11,1,1,0,0,0,0,0,0,0,0
65,148,"hard techno, acid techno, techno, tekno, hardcore techno",47,100,0,89,5,10,10,-7,G Major,5,9B,326.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
66,146,"hard techno, techno, acid techno, tekno, industrial, hardcore techno",39,100,0,83,26,0,30,-8,E Minor,4,9A,370.0,Hard Techno,0,15,22,1,1,1,0,0,0,0,0,0,0
67,148,"hard techno, techno, acid techno, tekno, industrial, hardcore techno",35,100,0,83,39,0,30,-8,C♯/D♭ Major,4,3B,340.0,Hard Techno,0,8,11,1,1,1,0,0,0,0,0,0,0
68,146,"hard techno, acid techno, techno",62,94,0,91,4,0,10,-7,G#/A♭ Major,4,4B,306.0,Hard Techno,0,22,13,0,1,0,0,0,0,0,0,0,0
69,145,"acid techno, hard techno, techno",55,97,0,89,31,0,10,-9,B Minor,4,10A,363.0,Hard Techno,0,5,0,0,1,0,0,0,0,0,0,0,0
70,155,"hard techno, techno, acid techno, tekno",63,99,1,89,12,10,40,-1,F Major,4,7B,334.0,Hard Techno,0,16,19,1,1,0,0,0,0,0,0,0,0
71,145,"hard techno, acid techno, techno, tekno",57,96,0,71,19,10,30,-6,G Major,4,9B,358.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
72,155,"hard techno, acid techno, techno",52,99,0,84,62,0,10,-7,G Major,4,9B,362.0,Hard Techno,0,20,23,0,1,0,0,0,0,0,0,0,0
73,75,"hard techno, techno, tekno",59,90,3,90,51,0,10,-8,B Minor,3,10A,394.0,Hard Techno,0,5,0,1,0,0,0,0,0,0,0,0,0
74,145,"hard techno, techno, acid techno, hardcore techno",53,95,0,88,6,0,10,-8,B Minor,4,10A,389.0,Hard Techno,0,5,0,0,1,0,0,0,0,0,0,0,0
75,142,"techno, hard techno, acid techno",57,98,0,75,47,0,10,-7,E Major,4,12B,315.0,Hard Techno,0,14,5,0,1,0,0,0,0,0,0,0,0
76,155,"hard techno, techno, acid techno, tekno, industrial, hardcore techno",41,99,0,90,25,0,10,-8,A Major,4,11B,402.0,Hard Techno,0,0,3,1,1,1,0,0,0,0,0,0,0
77,143,"hard techno, techno, tekno, acid techno, hardcore techno",76,100,1,64,4,0,70,-9,F#/G♭ Major,3,2B,319.0,Hard Techno,0,18,9,1,1,0,0,0,0,0,0,0,0
78,150,"hard techno, techno, tekno",69,96,1,93,28,10,0,-10,B Minor,4,10A,330.0,Hard Techno,0,5,0,1,0,0,0,0,0,0,0,0,0
79,145,"hard techno, techno, acid techno",61,100,0,83,41,0,20,-6,B Minor,4,10A,309.0,Hard Techno,0,5,0,0,1,0,0,0,0,0,0,0,0
80,150,"hard techno, techno, acid techno, tekno, neue deutsche welle",40,100,0,39,4,10,20,-6,A Major,4,11B,265.0,Hard Techno,0,0,3,1,1,0,0,0,0,0,0,0,0
81,150,"hard techno, techno, acid techno, tekno, neue deutsche welle",50,100,0,82,6,0,20,-7,E Minor,4,9A,310.0,Hard Techno,0,15,22,1,1,0,0,0,0,0,0,0,0
82,148,"hard techno, acid techno, industrial",50,98,0,78,15,0,10,-8,D Major,4,10B,343.0,Hard Techno,0,10,1,0,1,1,0,0,0,0,0,0,0
83,165,"techno, hard techno, tekno, gabber, acid techno",55,88,0,79,48,0,0,-5,F#/G♭ Major,4,2B,206.0,Hard Techno,0,18,9,1,1,0,0,0,0,0,0,0,0
84,157,"hard techno, techno, industrial, acid techno, hardcore techno, tekno",53,100,0,60,68,0,10,-7,D Major,4,10B,328.0,Hard Techno,0,10,1,1,1,1,0,0,0,0,0,0,0
85,155,"hard techno, techno, tekno, acid techno, industrial, hardcore techno",50,99,4,86,51,0,10,-5,F Major,4,7B,397.0,Hard Techno,0,16,19,1,1,1,0,0,0,0,0,0,0
86,150,"hard techno, techno, tekno, acid techno, industrial, hardcore techno",51,97,0,89,4,0,50,-5,B Minor,4,10A,333.0,Hard Techno,0,5,0,1,1,1,0,0,0,0,0,0,0
87,152,"hard techno, techno, acid techno",51,100,0,78,12,10,40,0,B Major,4,1B,315.0,Hard Techno,0,4,7,0,1,0,0,0,0,0,0,0,0
88,140,"hard techno, acid techno, techno",50,98,0,90,15,0,60,-7,G Major,4,9B,371.0,Hard Techno,0,20,23,0,1,0,0,0,0,0,0,0,0
89,147,"hard techno, techno, acid techno",45,96,0,86,28,0,10,-9,C♯/D♭ Major,4,3B,181.0,Hard Techno,0,8,11,0,1,0,0,0,0,0,0,0,0
1,138,"hard house, trance, acid techno",71,98,0,79,15,0,0,-6,B Major,4,1B,419.0,Hard Techno,0,4,7,0,1,0,0,0,0,1,1,0,0
2,146,"techno, hard techno, acid techno, tekno",62,97,1,88,13,0,10,-7,G Major,4,9B,573.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
3,145,"hard techno, techno, acid techno, tekno, hardcore techno",56,100,0,93,21,0,0,-7,C♯/D♭ Major,4,3B,417.0,Hard Techno,0,8,11,1,1,0,0,0,0,0,0,0,0
4,140,"hard techno, techno, acid techno, tekno",69,92,2,92,18,0,0,-6,G Major,4,9B,377.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
5,155,"hard techno, acid techno, techno, tekno",56,97,1,88,18,10,10,-7,A#/B♭ Minor,4,3A,371.0,Hard Techno,0,3,10,1,1,0,0,0,0,0,0,0,0
6,148,"hard techno, acid techno, techno, tekno",56,95,0,95,29,0,0,-9,E Minor,4,9A,492.0,Hard Techno,0,15,22,1,1,0,0,0,0,0,0,0,0
7,155,"hard techno, techno, industrial, acid techno, tekno",58,100,1,87,30,10,0,-6,C♯/D♭ Major,4,3B,534.0,Hard Techno,0,8,11,1,1,1,0,0,0,0,0,0,0
8,138,"melodic techno, techno, acid techno, melodic house, hard techno, tekno",60,87,0,83,22,0,0,-4,A#/B♭ Minor,5,3A,297.0,Hard Techno,0,3,10,1,1,0,0,0,0,0,1,0,0
9,150,"hard techno, techno, acid techno, tekno, hardcore techno",67,96,6,90,12,0,0,-10,C Minor,4,5A,262.0,Hard Techno,0,7,14,1,1,0,0,0,0,0,0,0,0
10,140,"acid techno, techno, tekno",92,80,0,66,27,10,0,-6,B Major,4,1B,321.0,Hard Techno,0,4,7,1,1,0,0,0,0,0,0,0,0
11,153,"melodic techno, techno, acid techno, melodic house",36,87,2,88,6,0,10,-6,C♯/D♭ Major,4,3B,411.0,Hard Techno,0,8,11,0,1,0,0,0,0,0,1,0,0
13,155,"hard techno, acid techno, techno, tekno",64,96,0,71,45,0,40,-5,A Minor,4,8A,336.0,Hard Techno,0,1,20,1,1,0,0,0,0,0,0,0,0
14,143,"acid techno, hard techno, techno, tekno",57,98,0,93,26,0,10,-7,F#/G♭ Minor,4,11A,338.0,Hard Techno,0,19,2,1,1,0,0,0,0,0,0,0,0
15,140,"hard techno, techno, acid techno, industrial, hard house",51,96,0,88,4,10,20,-7,B Minor,4,10A,432.0,Hard Techno,0,5,0,0,1,1,0,0,0,0,1,0,0
16,145,"hard techno, acid techno, techno",60,84,2,80,31,10,0,-9,A Major,4,11B,322.0,Hard Techno,0,0,3,0,1,0,0,0,0,0,0,0,0
17,148,"hard techno, techno, acid techno, tekno, hardcore techno",51,98,0,88,33,0,10,-6,G#/A♭ Major,4,4B,358.0,Hard Techno,0,22,13,1,1,0,0,0,0,0,0,0,0
18,140,"techno, acid techno",64,83,0,69,4,0,10,-10,F#/G♭ Minor,4,11A,303.0,Hard Techno,0,19,2,0,1,0,0,0,0,0,0,0,0
19,136,"techno, minimal techno, dub techno, acid techno",57,99,0,93,53,0,0,-10,E Minor,4,9A,327.0,Hard Techno,0,15,22,0,1,0,0,0,1,0,0,0,0
20,132,techno,94,57,0,96,81,10,10,-10,B Minor,5,10A,321.0,Other,3,5,0,0,0,0,0,0,0,0,0,0,0
21,150,"hard techno, techno, acid techno, hard house, tekno",55,98,0,82,50,0,10,-4,G#/A♭ Minor,4,1A,328.0,Hard Techno,0,23,6,1,1,0,0,0,0,0,1,0,0
22,147,"hard techno, techno, acid techno, tekno, hardcore techno",49,100,0,87,2,10,60,-6,B Minor,4,10A,432.0,Hard Techno,0,5,0,1,1,0,0,0,0,0,0,0,0
23,146,"hard techno, techno, acid techno, tekno",63,100,0,91,12,10,10,-4,C♯/D♭ Major,4,3B,383.0,Hard Techno,0,8,11,1,1,0,0,0,0,0,0,0,0
24,140,"hard techno, techno, acid techno, tekno",83,72,2,74,43,20,10,-12,B Minor,4,10A,280.0,Hard Techno,0,5,0,1,1,0,0,0,0,0,0,0,0
25,144,"hard techno, techno, acid techno, tekno",49,90,0,86,57,0,10,-10,B Major,3,1B,352.0,Hard Techno,0,4,7,1,1,0,0,0,0,0,0,0,0
26,145,"hard techno, techno, acid techno, tekno, hardcore techno",67,97,0,88,39,0,10,-8,B Major,4,1B,429.0,Hard Techno,0,4,7,1,1,0,0,0,0,0,0,0,0
27,136,"techno, acid techno, hard techno",74,99,2,95,34,0,10,-6,B Minor,4,10A,371.0,Hard Techno,0,5,0,0,1,0,0,0,0,0,0,0,0
28,138,"techno, acid techno, hard techno",78,99,0,95,45,0,10,-11,B Minor,4,10A,310.0,Hard Techno,0,5,0,0,1,0,0,0,0,0,0,0,0
29,145,"techno, hard techno, acid techno, tekno",63,92,0,68,32,10,30,-6,E Minor,4,9A,567.0,Hard Techno,0,15,22,1,1,0,0,0,0,0,0,0,0
30,144,"hard techno, techno, acid techno, tekno",55,100,0,80,16,0,30,-7,G Major,4,9B,397.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
31,136,"techno, acid techno, hard techno",78,90,0,93,18,0,10,-9,C♯/D♭ Major,4,3B,370.0,Hard Techno,0,8,11,0,1,0,0,0,0,0,0,0,0
32,145,"hard techno, techno, acid techno, tekno, hardcore techno",65,98,0,77,60,10,30,-4,A#/B♭ Minor,4,3A,323.0,Hard Techno,0,3,10,1,1,0,0,0,0,0,0,0,0
33,160,"hard techno, acid techno, techno, tekno",57,92,0,88,39,10,0,-5,C♯/D♭ Minor,4,12A,353.0,Hard Techno,0,9,4,1,1,0,0,0,0,0,0,0,0
34,145,"hard techno, techno, acid techno, hard house, tekno",46,98,0,88,35,0,30,-7,B Minor,4,10A,379.0,Hard Techno,0,5,0,1,1,0,0,0,0,0,1,0,0
35,150,"hard techno, acid techno, techno, tekno, hardcore techno, dub techno",71,93,0,82,23,10,10,-8,C♯/D♭ Major,4,3B,348.0,Hard Techno,0,8,11,1,1,0,0,0,0,0,0,0,0
36,145,"hard techno, techno, acid techno, hard house, tekno",58,98,0,83,5,0,0,-7,B Major,4,1B,329.0,Hard Techno,0,4,7,1,1,0,0,0,0,0,1,0,0
37,138,"acid techno, hard techno, acid house, hard house, techno, tekno",57,91,0,87,9,0,10,-4,B Minor,4,10A,360.0,Hard Techno,0,5,0,1,1,0,0,0,0,0,1,0,0
38,143,"hard techno, techno, tekno, acid techno, hardcore techno",76,100,1,64,4,0,70,-9,F#/G♭ Major,3,2B,319.0,Hard Techno,0,18,9,1,1,0,0,0,0,0,0,0,0
39,151,"hard techno, techno, acid techno, tekno",59,100,0,17,20,0,20,-4,F#/G♭ Major,4,2B,330.0,Hard Techno,0,18,9,1,1,0,0,0,0,0,0,0,0
40,138,"hard techno, techno, acid techno, tekno",57,84,1,86,14,0,10,-10,G Major,4,9B,396.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
41,144,"acid techno, hard techno, techno, tekno",69,98,0,88,20,0,10,-7,C♯/D♭ Major,4,3B,430.0,Hard Techno,0,8,11,1,1,0,0,0,0,0,0,0,0
42,150,"hard techno, acid techno, techno, tekno, hardcore techno",53,97,2,89,38,0,30,-5,B Minor,4,10A,360.0,Hard Techno,0,5,0,1,1,0,0,0,0,0,0,0,0
43,145,"hard techno, acid techno, techno",69,99,0,90,24,10,10,-9,G Major,3,9B,357.0,Hard Techno,0,20,23,0,1,0,0,0,0,0,0,0,0
44,140,"acid techno, techno, tekno",83,78,0,89,32,0,0,-5,C Minor,4,5A,322.0,Hard Techno,0,7,14,1,1,0,0,0,0,0,0,0,0
45,140,"hard techno, acid techno, techno",45,98,0,84,8,0,20,-7,G Major,4,9B,305.0,Hard Techno,0,20,23,0,1,0,0,0,0,0,0,0,0
46,142,"hard techno, techno, acid techno, tekno",58,99,0,68,4,10,10,-7,D Major,4,10B,371.0,Hard Techno,0,10,1,1,1,0,0,0,0,0,0,0,0
47,134,trance,70,83,1,89,13,0,0,-5,C♯/D♭ Major,4,3B,317.0,Trance,4,8,11,0,0,0,0,0,0,1,0,0,0
48,140,"acid techno, hard techno, techno, ebm, industrial",57,83,0,80,40,0,0,-9,C♯/D♭ Major,4,3B,468.0,Hard Techno,0,8,11,0,1,1,0,0,0,0,0,0,0
49,138,"acid techno, techno, hard techno, breakbeat, dub techno",78,97,0,91,7,0,20,-9,B Minor,4,10A,379.0,Hard Techno,0,5,0,0,1,0,0,0,0,0,0,0,0
50,133,"acid techno, techno, hard techno",72,82,0,92,4,0,10,-8,G Major,4,9B,364.0,Hard Techno,0,20,23,0,1,0,0,0,0,0,0,0,0
51,144,"hard techno, acid techno, techno, tekno",63,98,0,87,32,0,10,-8,G Major,4,9B,377.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
52,140,"hard techno, techno, acid techno",59,100,0,84,4,0,30,-6,F#/G♭ Minor,4,11A,508.0,Hard Techno,0,19,2,0,1,0,0,0,0,0,0,0,0
53,142,"hard techno, techno, acid techno, tekno",66,94,0,88,4,0,0,-6,G Major,4,9B,367.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
54,140,techno,77,100,4,86,27,10,10,-7,B Major,4,1B,320.0,Other,3,4,7,0,0,0,0,0,0,0,0,0,0
55,145,"hard techno, techno, acid techno, tekno, hardcore techno",60,96,0,76,48,0,10,-8,F#/G♭ Major,4,2B,415.0,Hard Techno,0,18,9,1,1,0,0,0,0,0,0,0,0
56,160,hyperpop,60,99,11,21,31,0,10,-9,A Minor,4,8A,273.0,Other,3,1,20,0,0,0,0,0,0,0,0,0,0
57,142,"techno, hard techno",51,73,9,94,18,0,10,-13,C♯/D♭ Major,4,3B,309.0,Hard Techno,0,8,11,0,0,0,0,0,0,0,0,0,0
58,140,"techno, tekno, hard techno, acid techno, hard house",74,84,0,82,10,0,0,-8,G Major,4,9B,308.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,1,0,0
59,142,"hard techno, acid techno, techno, industrial",67,94,21,90,52,0,10,-12,F Minor,4,4A,433.0,Hard Techno,0,17,12,0,1,1,0,0,0,0,0,0,0
60,160,"hardcore, frenchcore, gabber, hardcore techno, hardstyle, speedcore, hard techno",58,98,0,55,7,0,10,-3,C♯/D♭ Major,4,3B,258.0,Hard Techno,0,8,11,0,0,0,0,0,0,0,0,0,0
61,147,"hard techno, techno, acid techno, tekno, minimal techno, hardcore techno",60,100,0,89,4,0,10,-6,B Major,4,1B,394.0,Hard Techno,0,4,7,1,1,0,0,0,1,0,0,0,0
62,138,"acid techno, techno, hard techno, tekno",64,75,0,88,34,0,10,-11,D Major,4,10B,450.0,Hard Techno,0,10,1,1,1,0,0,0,0,0,0,0,0
63,140,"acid techno, techno, hard techno",44,92,0,84,45,0,10,-7,C Major,4,8B,364.0,Hard Techno,0,6,21,0,1,0,0,0,0,0,0,0,0
64,143,"acid techno, hard techno, techno, tekno",63,97,0,82,41,0,10,-7,B Minor,4,10A,379.0,Hard Techno,0,5,0,1,1,0,0,0,0,0,0,0,0
65,150,"hard techno, acid techno, techno, tekno",58,82,0,91,60,0,0,-7,G Major,4,9B,363.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
66,141,"acid techno, techno, hard techno, tekno",59,99,0,85,39,0,0,-6,G Major,4,9B,345.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
67,144,"hard techno, techno, acid techno, tekno",56,87,2,74,35,0,10,-9,C♯/D♭ Minor,4,12A,309.0,Hard Techno,0,9,4,1,1,0,0,0,0,0,0,0,0
68,142,"hard techno, techno, acid techno, tekno",51,97,0,63,15,10,10,-7,G Major,4,9B,370.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
69,145,"hard techno, techno, acid techno",65,100,0,95,18,0,20,-9,C♯/D♭ Major,4,3B,358.0,Hard Techno,0,8,11,0,1,0,0,0,0,0,0,0,0
70,150,"techno, chicago house, hard techno, acid techno",61,99,0,77,20,10,10,-3,G Major,4,9B,409.0,Hard Techno,0,20,23,0,1,0,0,0,0,0,1,0,0
71,138,"hard techno, techno, acid techno, industrial, hardcore techno, gabber, tekno",63,94,0,57,6,0,10,-4,C♯/D♭ Major,4,3B,347.0,Hard Techno,0,8,11,1,1,1,0,0,0,0,0,0,0
72,140,"hard techno, acid techno, techno, tekno, industrial",63,93,3,87,62,0,10,-8,F#/G♭ Major,4,2B,331.0,Hard Techno,0,18,9,1,1,1,0,0,0,0,0,0,0
73,146,"acid techno, techno, hard techno, tekno",56,97,0,75,52,0,30,-7,G Major,4,9B,476.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
74,145,"hard techno, acid techno, techno, tekno, hardcore techno",64,86,10,78,5,0,10,-11,G Major,4,9B,351.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
75,146,"acid techno, hard techno, techno, tekno",55,98,0,84,82,0,0,-6,B Major,4,1B,371.0,Hard Techno,0,4,7,1,1,0,0,0,0,0,0,0,0
76,146,"hard techno, techno, acid techno, tekno",59,92,5,82,38,0,10,-5,E Minor,4,9A,309.0,Hard Techno,0,15,22,1,1,0,0,0,0,0,0,0,0
77,145,"hard techno, techno, tekno, acid techno, hardcore techno",59,98,0,64,15,0,10,-8,D Major,4,10B,381.0,Hard Techno,0,10,1,1,1,0,0,0,0,0,0,0,0
78,150,"hard techno, acid techno, techno, tekno, industrial",67,100,0,88,27,0,10,-7,G Major,4,9B,346.0,Hard Techno,0,20,23,1,1,1,0,0,0,0,0,0,0
79,145,"hard techno, acid techno, techno, industrial",60,92,1,83,25,0,10,-6,A Minor,4,8A,338.0,Hard Techno,0,1,20,0,1,1,0,0,0,0,0,0,0
80,142,"acid techno, hard techno, techno",57,99,2,87,14,0,10,-8,F#/G♭ Minor,3,11A,372.0,Hard Techno,0,19,2,0,1,0,0,0,0,0,0,0,0
81,165,"hard techno, acid techno, techno, tekno",68,93,2,84,15,0,0,-7,A#/B♭ Minor,4,3A,488.0,Hard Techno,0,3,10,1,1,0,0,0,0,0,0,0,0
82,143,"acid techno, hard techno, ",64,98,0,77,26,0,0,-7,G#/A♭ Major,4,4B,381.0,Hard Techno,0,22,13,0,1,0,0,0,0,0,0,0,0
83,156,"hard techno, techno, acid techno, tekno",61,97,0,8,61,10,40,-6,B Minor,4,10A,369.0,Hard Techno,0,5,0,1,1,0,0,0,0,0,0,0,0
84,160,"hard techno, acid techno, techno, tekno",62,98,0,85,28,20,70,-6,G Major,4,9B,378.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
85,150,"hard techno, acid techno, tekno, techno, hardcore techno",50,99,0,88,22,0,10,-7,A#/B♭ Minor,4,3A,297.0,Hard Techno,0,3,10,1,1,0,0,0,0,0,0,0,0
86,138,"techno, acid techno, hard techno",73,97,2,87,41,0,10,-11,F#/G♭ Major,4,2B,306.0,Hard Techno,0,18,9,0,1,0,0,0,0,0,0,0,0
87,150,"hard techno, techno, acid techno, tekno, hardcore techno",55,100,0,84,4,0,20,-7,C♯/D♭ Minor,4,12A,412.0,Hard Techno,0,9,4,1,1,0,0,0,0,0,0,0,0
88,145,"techno, hard techno, tekno, gabber, acid techno",49,91,0,85,33,0,20,-6,D#/E♭ Minor,4,2A,440.0,Hard Techno,0,13,8,1,1,0,0,0,0,0,0,0,0
89,145,"hard techno, techno, acid techno, tekno",59,95,0,89,19,0,0,-7,A Major,4,11B,347.0,Hard Techno,0,0,3,1,1,0,0,0,0,0,0,0,0
90,132,"hard techno, techno, acid techno, tekno, hardcore techno",72,76,0,78,3,0,10,-7,G Major,4,9B,429.0,Hard Techno,0,20,23,1,1,0,0,0,0,0,0,0,0
91,138,"techno, hard techno, acid techno, tekno, industrial",42,76,0,92,4,0,30,-11,E Minor,4,9A,299.0,Hard Techno,0,15,22,1,1,1,0,0,0,0,0,0,0
